id,host_id,host_since,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_value,latitude,longitude
35815036,269425139,2019-06-18,True,1,True,Noord-Oost,Tiny home,Entire home/apt,,1.0,105.0,3,100,95,2019-06-26,2022-06-02,4.96,4.83,52.4009,4.935
31553121,76806621,2016-06-09,False,1,True,Noord-West,Entire guesthouse,Entire home/apt,1.0,3.0,152.0,2,60,82,2019-02-04,2022-05-29,4.74,4.59,52.41,4.895
34745823,238083700,2019-01-21,False,3,True,Gaasperdam - Driemond,Entire rental unit,Entire home/apt,1.0,2.0,87.0,2,1125,39,2019-06-14,2022-04-17,4.87,4.9,52.3069,4.9881
34985473,30405589,2015-04-01,True,6,True,Noord-Oost,Entire home,Entire home/apt,2.0,4.0,135.0,6,1125,7,2019-07-27,2021-08-22,4.43,4.0,52.4009,4.935
44174770,114132046,2017-01-31,True,1,True,Watergraafsmeer,Private room in townhouse,Private room,1.0,1.0,59.0,30,1125,15,2020-07-22,2022-03-18,4.93,4.93,52.349,4.941
31742663,238083700,2019-01-21,False,3,True,Gaasperdam - Driemond,Entire rental unit,Entire home/apt,1.0,2.0,89.0,2,1125,20,2019-02-08,2022-05-15,4.8,4.45,52.3069,4.9881
48864190,85831122,2016-07-25,False,4,True,IJburg - Zeeburgereiland,Farm stay,Entire home/apt,2.0,12.0,350.0,1,1125,11,2021-05-05,2022-04-04,4.82,4.18,52.359,4.974
51340421,218079430,2018-09-30,False,2,True,Watergraafsmeer,Entire condo,Entire home/apt,2.0,2.0,275.0,1,1125,11,2021-08-08,2022-05-22,4.73,4.64,52.349,4.941
33241583,243869294,2019-02-18,True,4,True,Geuzenveld - Slotermeer,Private room in serviced apartment,Private room,3.0,6.0,742.0,1,1125,79,2019-05-27,2022-05-22,4.69,4.47,52.377,4.828
33241443,243869294,2019-02-18,True,4,True,Geuzenveld - Slotermeer,Private room in serviced apartment,Private room,1.0,1.0,230.0,1,1125,108,2019-04-08,2022-04-22,4.7,4.53,52.377,4.828
47709873,21167882,2014-09-10,False,34,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,210.0,3,120,8,2021-07-09,2022-04-18,4.75,4.63,52.386,4.874
35243521,4136347,2012-11-13,False,2,True,Buitenveldert - Zuidas,Private room in townhouse,Private room,1.0,2.0,153.0,1,3,9,2019-07-07,2020-02-12,4.89,4.78,52.333,4.873
286374,1173052,2011-09-17,False,1,True,Geuzenveld - Slotermeer,Entire condo,Entire home/apt,1.0,2.0,130.0,4,21,4,2019-07-08,2022-05-20,4.75,4.75,52.377,4.828
1182421,3136773,2012-08-02,False,1,True,Oud-Noord,Entire home,Entire home/apt,3.0,3.0,90.0,4,1125,2,2021-08-09,2022-02-27,4.5,5.0,52.39,4.917
1427610,7677579,2013-07-23,False,1,True,Geuzenveld - Slotermeer,Entire home,Entire home/apt,2.0,2.0,100.0,5,1125,4,2020-07-30,2021-10-23,5.0,5.0,52.377,4.828
1766570,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,2.0,2.0,332.0,7,180,2,2019-09-02,2019-11-16,4.5,4.5,52.367,4.915
2697739,12735907,2014-03-02,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,4.0,281.0,3,1125,15,2019-01-01,2022-04-19,4.93,4.6,52.365,4.87
2882337,922459,2011-08-04,False,1,True,Geuzenveld - Slotermeer,Entire townhouse,Entire home/apt,2.0,2.0,120.0,2,1125,3,2019-03-05,2020-02-22,5.0,5.0,52.377,4.828
3121979,11484134,2014-01-20,False,1,True,Slotervaart,Entire home,Entire home/apt,5.0,4.0,125.0,2,1125,1,2019-07-29,2019-07-29,5.0,5.0,52.357,4.833
4267516,14200991,2014-04-12,False,1,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,169.0,2,30,3,2019-08-29,2019-12-14,5.0,4.67,52.367,4.915
5444330,24865141,2014-12-15,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,1.0,175.0,4,1125,3,2019-07-14,2020-01-03,4.67,4.67,52.351,4.896
5732731,5489923,2013-03-16,False,1,True,Westerpark,Entire rental unit,Entire home/apt,2.0,2.0,290.0,2,14,1,2020-02-05,2020-02-05,5.0,5.0,52.386,4.874
5748017,12102789,2014-02-10,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,120.0,3,20,2,2019-03-29,2019-04-06,5.0,4.5,52.351,4.896
5884996,4822645,2013-01-23,False,1,True,Zuid,Entire rental unit,Entire home/apt,1.0,1.0,109.0,2,1125,13,2019-05-03,2021-08-01,4.92,4.69,52.345,4.876
6021332,31237137,2015-04-14,False,1,True,Geuzenveld - Slotermeer,Private room in bed and breakfast,Private room,2.0,2.0,220.0,2,1125,4,2022-04-18,2022-05-29,4.75,4.5,52.377,4.828
6375033,22159410,2014-10-05,False,3,True,Oud-Noord,Private room in rental unit,Private room,1.0,1.0,107.0,3,30,1,2022-05-17,2022-05-17,5.0,4.0,52.39,4.917
6806602,29585407,2015-03-18,False,1,True,Oud-Noord,Entire home,Entire home/apt,3.0,3.0,258.0,3,30,7,2019-04-22,2019-08-17,4.71,5.0,52.39,4.917
7335372,14574533,2014-04-22,False,20,True,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,1.0,1.0,186.0,1,1125,6,2021-06-25,2022-05-16,4.33,4.17,52.365,4.87
7352133,4811462,2013-01-22,False,1,True,De Baarsjes - Oud-West,Entire condo,Entire home/apt,2.0,2.0,156.0,4,1125,15,2019-09-27,2022-05-17,5.0,4.92,52.365,4.87
7757866,12494095,2014-02-23,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,69.0,3,1125,6,2020-07-19,2021-12-20,4.5,4.17,52.351,4.896
7822985,29591818,2015-03-18,True,2,True,Noord-Oost,Private room in loft,Private room,1.0,2.0,75.0,2,1125,24,2019-03-19,2022-05-08,4.88,4.88,52.4009,4.935
9078341,47343985,2015-10-24,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,195.0,3,15,1,2022-05-15,2022-05-15,5.0,5.0,52.351,4.896
10101483,40459076,2015-08-04,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,130.0,3,7,6,2021-06-22,2022-05-29,5.0,5.0,52.36,4.921
10290215,49846186,2015-11-25,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,149.0,3,14,3,2020-02-25,2020-03-08,5.0,5.0,52.365,4.87
10492761,1212765,2011-09-26,True,2,True,Zuid,Private room in bed and breakfast,Private room,1.0,1.0,80.0,2,30,21,2019-08-19,2022-05-17,4.8,4.65,52.345,4.876
10534679,9203368,2013-10-03,False,1,True,Oud-Oost,Private room in guest suite,Private room,1.0,1.0,80.0,2,1125,18,2019-12-01,2020-03-17,4.89,4.61,52.36,4.921
12548328,68009301,2016-04-20,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,2.0,225.0,25,30,1,2019-06-30,2019-06-30,5.0,4.0,52.351,4.896
13950958,18863124,2014-07-25,False,1,True,Watergraafsmeer,Entire home,Entire home/apt,1.0,1.0,125.0,3,1125,3,2021-08-08,2021-08-21,5.0,5.0,52.349,4.941
14548324,2847616,2012-07-06,False,4,True,Westerpark,Houseboat,Entire home/apt,2.0,2.0,376.0,2,1125,13,2019-06-09,2022-03-14,4.85,4.38,52.386,4.874
15024573,3403063,2012-08-28,False,1,True,Slotervaart,Entire rental unit,Entire home/apt,1.0,1.0,129.0,7,15,3,2019-07-07,2022-01-15,5.0,4.67,52.357,4.833
15416044,48402020,2015-11-07,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,275.0,2,7,21,2019-08-18,2022-05-22,4.81,4.57,52.365,4.87
15861762,261549,2010-10-14,False,4,True,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,1.0,1.0,180.0,4,14,1,2019-10-20,2019-10-20,5.0,5.0,52.365,4.941
16154366,105426856,2016-11-28,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,200.0,2,14,21,2019-03-10,2022-05-29,4.86,4.62,52.351,4.896
16341879,44168250,2015-09-14,False,5,True,Centrum-West,Private room in rental unit,Private room,,1.0,158.0,3,1125,15,2019-01-08,2022-04-21,4.47,4.4,52.372,4.891
16615187,283269,2010-11-10,False,1,True,Noord-Oost,Private room in townhouse,Private room,1.0,1.0,120.0,1,1125,7,2019-04-14,2019-10-20,5.0,4.86,52.4009,4.935
16737594,60396517,2016-02-25,False,1,True,De Baarsjes - Oud-West,Private room in condo,Private room,1.0,1.0,85.0,2,1125,4,2019-10-06,2019-10-27,5.0,4.5,52.365,4.87
17911026,187728,2010-08-01,False,2,True,Centrum-West,Private room in bed and breakfast,Private room,1.0,1.0,153.0,4,6,1,2022-05-29,2022-05-29,5.0,5.0,52.372,4.891
18057725,20109769,2014-08-16,False,1,True,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,1.0,1.0,240.0,2,30,1,2022-05-29,2022-05-29,5.0,5.0,52.351,4.896
18155399,65859911,2016-04-05,False,1,True,De Baarsjes - Oud-West,Entire loft,Entire home/apt,2.0,3.0,140.0,3,1125,8,2019-07-26,2021-08-24,4.25,4.38,52.365,4.87
18622311,32644677,2015-05-05,False,1,True,Oud-Noord,Entire rental unit,Entire home/apt,,3.0,201.0,4,1125,5,2021-07-22,2022-04-29,4.8,4.4,52.39,4.917
18960017,31037621,2015-04-11,True,1,True,Centrum-West,Entire loft,Entire home/apt,,2.0,200.0,3,3,23,2019-03-24,2022-04-26,5.0,4.96,52.372,4.891
19670359,3855991,2012-10-13,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,4.0,4.0,200.0,3,1125,2,2021-08-08,2021-08-20,5.0,5.0,52.36,4.921
19757448,18582599,2014-07-21,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,2.0,2.0,160.0,6,1125,6,2020-07-26,2022-03-28,4.67,4.17,52.379,4.849
19771245,9596031,2013-10-23,False,2,True,Centrum-West,Entire rental unit,Entire home/apt,1.0,1.0,225.0,2,180,193,2019-05-01,2022-05-29,4.77,4.59,52.372,4.891
19991681,45655021,2015-10-03,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,153.0,1,1100,21,2019-08-04,2022-03-20,4.86,4.67,52.386,4.874
20183556,69939952,2016-05-02,False,1,True,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,1.0,1.0,120.0,5,14,2,2019-08-04,2022-05-29,5.0,5.0,52.365,4.941
20757123,6601676,2013-05-27,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,2.0,2.0,85.0,2,1125,5,2021-07-13,2021-09-09,5.0,5.0,52.379,4.849
21258921,76731795,2016-06-09,True,2,True,Centrum-West,Private room in bed and breakfast,Private room,1.0,2.0,129.0,2,1125,149,2019-01-03,2022-06-04,4.88,4.7,52.372,4.891
21783686,158729287,2017-11-14,True,1,True,Centrum-West,Private room in nature lodge,Private room,1.0,4.0,301.0,1,1124,25,2021-07-07,2022-05-22,4.96,4.76,52.372,4.891
22168849,17549843,2014-07-02,False,1,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,185.0,25,1125,5,2021-08-13,2022-04-04,5.0,5.0,52.367,4.915
22581281,166008693,2018-01-05,False,1,True,Oud-Oost,Houseboat,Entire home/apt,2.0,7.0,750.0,3,14,7,2020-01-03,2022-04-16,5.0,4.71,52.36,4.921
22732874,23667032,2014-11-12,True,12,True,Oud-Noord,Houseboat,Entire home/apt,5.0,16.0,814.0,2,1125,3,2019-06-16,2022-05-22,5.0,5.0,52.39,4.917
22758348,67046252,2016-04-13,True,2,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,3.0,225.0,3,1125,76,2019-02-20,2022-05-20,4.93,4.77,52.351,4.896
22883559,9133733,2013-09-30,False,1,True,Noord-West,Entire home,Entire home/apt,4.0,5.0,175.0,6,1125,3,2020-07-27,2022-05-01,5.0,5.0,52.41,4.895
23105565,62624862,2016-03-12,False,1,True,De Baarsjes - Oud-West,Private room in rental unit,Private room,1.0,1.0,75.0,7,1125,5,2020-01-01,2021-11-30,4.8,4.2,52.365,4.87
23784352,93677584,2016-09-05,False,3,True,Centrum-West,Private room in bed and breakfast,Private room,1.0,2.0,164.0,2,180,10,2022-04-18,2022-06-04,5.0,4.9,52.372,4.891
23852143,15344233,2014-05-10,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,234.0,1000,1001,9,2021-08-27,2022-05-30,5.0,4.89,52.365,4.87
24615144,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,2.0,2.0,428.0,7,1125,1,2022-05-11,2022-05-11,5.0,4.0,52.367,4.915
25123015,189887097,2018-05-16,False,1,True,Centrum-West,Houseboat,Entire home/apt,,1.0,250.0,2,15,4,2021-08-07,2022-03-08,4.5,4.25,52.372,4.891
25336232,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,231.0,7,1125,2,2021-09-06,2021-10-17,5.0,5.0,52.367,4.915
25338761,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,218.0,7,1125,1,2022-05-22,2022-05-22,5.0,5.0,52.367,4.915
25339698,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,242.0,7,1125,2,2021-11-13,2022-05-28,5.0,5.0,52.367,4.915
25463991,9282300,2013-10-07,False,9,True,Centrum-Oost,Entire rental unit,Entire home/apt,3.0,5.0,429.0,7,1125,1,2019-03-18,2019-03-18,5.0,4.0,52.367,4.915
25472002,5965376,2013-04-17,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,175.0,3,1125,3,2019-06-11,2019-07-29,5.0,4.0,52.365,4.87
25698586,57865143,2016-02-08,False,1,True,Oud-Noord,Boat,Entire home/apt,10.0,33.0,950.0,2,7,13,2019-03-27,2022-05-15,4.09,4.09,52.39,4.917
25875180,194150204,2018-06-07,True,1,True,IJburg - Zeeburgereiland,Entire rental unit,Entire home/apt,,1.0,135.0,2,14,51,2019-07-07,2022-05-22,4.98,4.8,52.359,4.974
26071272,9435259,2013-10-15,False,10,True,Zuid,Private room in rental unit,Private room,1.0,1.0,89.0,7,1125,2,2022-05-08,2022-05-23,5.0,5.0,52.345,4.876
26099020,29396939,2015-03-15,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,90.0,3,7,1,2020-09-22,2020-09-22,5.0,5.0,52.386,4.874
26794663,201491909,2018-07-11,False,2,True,Centrum-Oost,Private room in bed and breakfast,Private room,2.0,1.0,233.0,2,180,37,2019-03-25,2022-05-22,4.49,4.51,52.367,4.915
26910996,169734662,2018-01-24,False,1,True,IJburg - Zeeburgereiland,Entire rental unit,Entire home/apt,1.0,1.0,121.0,2,1125,5,2019-01-28,2020-02-16,4.6,4.4,52.359,4.974
27058302,11530541,2014-01-22,False,1,True,IJburg - Zeeburgereiland,Entire home,Entire home/apt,2.0,2.0,235.0,3,14,7,2019-03-20,2020-08-03,5.0,4.86,52.359,4.974
27078008,5740267,2013-04-02,False,1,True,IJburg - Zeeburgereiland,Entire loft,Entire home/apt,1.0,2.0,200.0,2,1125,2,2019-05-01,2019-10-20,4.5,4.5,52.359,4.974
27379405,14072005,2014-04-09,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,3.0,150.0,3,28,4,2019-04-23,2021-09-19,5.0,5.0,52.365,4.87
27595911,115770966,2017-02-10,True,1,True,Centrum-West,Private room in bed and breakfast,Private room,1.0,1.0,119.0,2,1125,29,2019-03-26,2022-05-02,4.83,4.86,52.372,4.891
27622005,31951648,2015-04-26,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,1.0,400.0,3,1125,13,2019-05-13,2022-05-23,5.0,4.85,52.365,4.87
27755390,64595553,2016-03-27,False,1,True,Geuzenveld - Slotermeer,Entire townhouse,Entire home/apt,4.0,5.0,250.0,7,1125,1,2022-01-02,2022-01-02,4.0,4.0,52.377,4.828
27795712,43914462,2015-09-11,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,2.0,2.0,89.0,2,1125,4,2019-04-06,2022-05-20,4.75,4.5,52.379,4.849
27833698,28150165,2015-02-22,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,1.0,1.0,89.0,14,31,1,2020-02-01,2020-02-01,5.0,5.0,52.379,4.849
27854236,17942652,2014-07-10,False,3,True,Centrum-Oost,Private room in guesthouse,Private room,1.0,1.0,1200.0,1,1125,2,2019-04-15,2019-11-23,5.0,4.0,52.367,4.915
27916775,6127483,2013-04-28,True,3,True,Bos en Lommer,Private room in condo,Private room,1.0,1.0,45.0,2,270,21,2019-09-09,2022-06-02,4.67,4.67,52.379,4.849
27921739,203731852,2018-07-20,False,20,True,De Baarsjes - Oud-West,Room in serviced apartment,Hotel room,1.0,1.0,224.0,1,1125,21,2019-03-04,2022-05-05,4.81,4.43,52.365,4.87
27940393,9771360,2013-11-02,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,169.0,5,30,1,2022-04-26,2022-04-26,5.0,5.0,52.365,4.87
27963222,55288093,2016-01-19,False,3,True,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,2.0,3.0,358.0,2,120,10,2019-06-07,2022-04-22,4.9,4.9,52.365,4.87
28234064,3973985,2012-10-25,False,2,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,190.0,3,1125,29,2019-06-27,2022-01-26,4.59,4.38,52.351,4.896
28707425,203731852,2018-07-20,False,20,True,IJburg - Zeeburgereiland,Room in serviced apartment,Hotel room,1.0,1.0,204.0,1,1125,7,2019-05-23,2019-12-27,4.86,4.86,52.359,4.974
28733428,32942838,2015-05-09,False,1,True,IJburg - Zeeburgereiland,Entire villa,Entire home/apt,5.0,5.0,350.0,2,1125,11,2019-01-03,2021-07-24,4.91,4.82,52.359,4.974
28753915,21732364,2014-09-24,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2.0,3.0,299.0,2,4,9,2019-04-14,2022-05-08,5.0,4.44,52.365,4.87
28768768,34752867,2015-06-01,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,2.0,200.0,4,8,3,2019-04-22,2019-05-19,4.67,3.67,52.351,4.896
28827498,217379764,2018-09-26,False,3,True,Westerpark,Entire serviced apartment,Entire home/apt,1.0,1.0,500.0,1,1125,3,2020-08-02,2020-12-07,4.33,4.67,52.386,4.874
28887550,8826008,2013-09-14,False,1,True,Watergraafsmeer,Entire townhouse,Entire home/apt,2.0,2.0,215.0,5,28,5,2019-10-20,2022-04-16,5.0,4.8,52.349,4.941
28946914,5667892,2013-03-28,False,2,True,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,1.0,1.0,120.0,3,1125,1,2019-06-10,2019-06-10,5.0,5.0,52.365,4.941
28970533,163282758,2017-12-19,False,1,True,Oostelijk Havengebied - Indische Buurt,Tower,Entire home/apt,1.0,1.0,469.0,1,1125,11,2019-05-05,2022-04-26,4.82,4.55,52.365,4.941
29304751,6012116,2013-04-20,True,1,True,Oud-Noord,Entire home,Entire home/apt,2.0,3.0,225.0,4,30,16,2019-06-02,2022-04-29,4.94,4.56,52.39,4.917
29350469,10116811,2013-11-19,False,1,True,Noord-West,Entire townhouse,Entire home/apt,3.0,3.0,175.0,7,27,7,2019-04-22,2019-12-30,5.0,4.86,52.41,4.895
29350903,4029713,2012-11-01,False,1,True,De Pijp - Rivierenbuurt,Private room,Private room,1.0,2.0,120.0,3,1125,40,2019-11-16,2022-05-15,4.7,4.6,52.351,4.896
29389947,5996778,2013-04-19,False,1,True,Oostelijk Havengebied - Indische Buurt,Entire condo,Entire home/apt,2.0,3.0,140.0,5,21,7,2019-01-01,2021-11-08,4.71,4.71,52.365,4.941
29456107,14071148,2015-07-22,False,1,True,Oud-Noord,Entire home,Entire home/apt,2.0,2.0,246.0,5,30,16,2019-08-11,2020-08-31,5.0,4.88,52.39,4.917
29456931,81128875,2016-07-01,False,1,True,Westerpark,Entire rental unit,Entire home/apt,3.0,3.0,540.0,3,5,16,2019-01-03,2022-04-19,4.93,4.71,52.386,4.874
29604704,21273834,2014-09-13,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,200.0,2,1125,8,2019-01-01,2019-09-16,4.88,4.75,52.351,4.896
29678104,69422882,2016-04-28,False,2,True,Watergraafsmeer,Entire rental unit,Entire home/apt,1.0,1.0,129.0,4,60,8,2019-05-08,2021-03-07,4.86,4.43,52.349,4.941
29678352,5823447,2013-04-08,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,3.0,3.0,340.0,3,30,4,2019-03-24,2020-01-01,5.0,4.75,52.351,4.896
29705676,2598068,2012-06-10,True,1,True,Oostelijk Havengebied - Indische Buurt,Private room in boat,Private room,1.0,1.0,120.0,2,14,73,2019-01-22,2022-05-26,4.99,4.95,52.365,4.941
29795660,8297308,2013-08-21,False,1,True,Bos en Lommer,Houseboat,Entire home/apt,1.0,1.0,120.0,4,120,1,2021-01-04,2021-01-04,5.0,5.0,52.379,4.849
29874862,5037506,2013-02-10,True,2,True,Oud-Noord,Private room in boat,Private room,10.0,20.0,529.0,2,1125,34,2019-01-27,2022-05-01,4.91,4.79,52.39,4.917
29919168,87974972,2016-08-04,True,3,True,Watergraafsmeer,Private room in bed and breakfast,Private room,1.0,2.0,99.0,3,14,60,2019-01-05,2022-05-07,4.97,4.95,52.349,4.941
29959998,1369244,2011-11-04,False,2,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,130.0,20,1125,3,2019-03-08,2020-08-05,5.0,5.0,52.351,4.896
29961732,9482375,2013-10-17,False,2,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,4.0,231.0,3,8,3,2019-01-02,2019-07-29,5.0,5.0,52.351,4.896
30030055,56046911,2016-01-25,False,2,True,Oud-Oost,Entire rental unit,Entire home/apt,2.0,1.0,189.0,2,20,5,2019-09-14,2022-04-24,5.0,4.4,52.36,4.921
30108002,128591809,2017-05-02,False,2,True,Noord-Oost,Entire home,Entire home/apt,3.0,3.0,179.0,3,30,15,2019-01-02,2022-05-08,5.0,4.8,52.4009,4.935
30123385,3988034,2012-10-27,False,3,True,Oostelijk Havengebied - Indische Buurt,Private room in rental unit,Private room,1.0,1.0,79.0,1,92,1,2019-09-15,2019-09-15,5.0,5.0,52.365,4.941
30169743,226622106,2018-11-20,False,6,True,Centrum-Oost,Entire serviced apartment,Entire home/apt,2.0,3.0,757.0,1,1125,111,2019-01-17,2022-05-09,4.29,4.16,52.367,4.915
30177899,226533266,2018-11-19,False,2,True,Zuid,Entire rental unit,Entire home/apt,1.0,1.0,195.0,1,14,31,2019-02-07,2022-05-22,4.5,4.11,52.345,4.876
30251394,74807974,2016-05-30,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,178.0,3,22,4,2019-05-18,2022-05-07,5.0,5.0,52.365,4.87
30264925,85420364,2016-07-23,True,4,True,Centrum-West,Private room in rental unit,Private room,1.0,1.0,136.0,2,1125,167,2019-01-03,2022-05-22,4.71,4.57,52.372,4.891
30265278,85420364,2016-07-23,True,4,True,Centrum-West,Private room in rental unit,Private room,1.0,1.0,136.0,1,1125,129,2019-01-15,2022-05-16,4.79,4.6,52.372,4.891
30359891,44498272,2015-09-18,False,1,True,Zuid,Entire rental unit,Entire home/apt,2.0,2.0,195.0,4,30,12,2019-01-02,2022-03-22,4.92,4.83,52.345,4.876
30395086,228217790,2018-11-29,False,5,True,Oud-Noord,Entire serviced apartment,Entire home/apt,2.0,3.0,426.0,1,1125,4,2021-02-04,2021-11-24,3.75,4.0,52.39,4.917
30442884,1522654,2011-12-20,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,118.0,2,65,7,2019-01-10,2022-04-03,4.43,4.57,52.365,4.87
30453053,1442073,2011-11-25,False,1,True,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,2.0,3.0,130.0,5,30,6,2019-01-02,2022-02-26,4.83,4.33,52.365,4.941
30456037,3256471,2012-08-14,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,3.0,120.0,6,18,12,2019-01-02,2022-04-28,5.0,4.83,52.351,4.896
30505312,1619130,2012-01-17,False,1,True,Oud-Noord,Entire home,Entire home/apt,1.0,1.0,138.0,2,1125,16,2019-01-01,2022-03-13,4.87,4.67,52.39,4.917
30551730,33755999,2015-05-19,True,1,True,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2.0,3.0,359.0,2,1125,53,2019-01-05,2022-06-03,4.98,4.7,52.351,4.896
30562707,11654284,2014-01-26,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,2.0,1.0,180.0,5,22,1,2019-01-01,2019-01-01,5.0,5.0,52.36,4.921
30691249,2579930,2012-06-08,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,110.0,3,1125,3,2019-03-22,2019-09-23,5.0,4.67,52.351,4.896
30733364,50597448,2015-12-05,False,1,True,Oud-Noord,Entire home,Entire home/apt,1.0,1.0,100.0,2,7,6,2019-01-04,2019-04-21,4.83,4.5,52.39,4.917
30762384,228208519,2018-11-29,True,5,True,Centrum-Oost,Entire serviced apartment,Entire home/apt,1.0,2.0,274.0,1,1125,181,2019-01-18,2022-06-02,4.87,4.67,52.367,4.915
30765293,18983543,2014-07-27,False,1,True,Noord-West,Entire townhouse,Entire home/apt,2.0,2.0,120.0,3,10,9,2019-03-10,2021-10-24,5.0,5.0,52.41,4.895
30783775,203731852,2018-07-20,False,20,True,Zuid,Room in serviced apartment,Hotel room,1.0,1.0,204.0,1,1125,41,2019-02-07,2022-05-25,4.78,4.54,52.345,4.876
30808063,223476936,2018-10-31,False,2,True,Centrum-Oost,Private room in rental unit,Private room,1.0,1.0,145.0,2,1125,37,2021-10-15,2022-06-01,4.51,4.46,52.367,4.915
30809788,1640702,2012-01-23,False,3,True,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,1.0,1.0,115.0,1,37,162,2019-01-02,2022-05-29,4.7,4.67,52.351,4.896
30814294,198405490,2018-06-27,False,9,True,De Baarsjes - Oud-West,Shared room in houseboat,Shared room,1.0,1.0,288.0,2,90,20,2019-01-04,2022-05-20,4.85,4.6,52.365,4.87
30844610,42676970,2015-08-27,False,1,True,Bos en Lommer,Entire guesthouse,Entire home/apt,,1.0,156.0,2,1125,26,2019-01-04,2022-05-30,4.85,4.62,52.379,4.849
30855167,230691342,2018-12-14,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,2.0,2.0,130.0,7,30,7,2019-01-03,2022-01-07,4.86,4.71,52.379,4.849
30872076,9521903,2013-10-19,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,150.0,4,25,20,2019-01-20,2022-05-01,4.72,4.39,52.351,4.896
30901852,35221716,2015-06-07,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,94.0,7,7,15,2019-01-03,2021-05-16,4.87,4.6,52.351,4.896
