id,host_id,host_since,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_value,latitude,longitude
33412977,228849778,2018-12-03,False,4,True,Centrum-West,Entire rental unit,Entire home/apt,2.0,2.0,195.0,1,1125,3,2021-06-05,2021-08-21,4.33,4.0,52.372,4.891
33416292,251729623,2019-03-28,False,2,True,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,1.0,1.0,161.0,1,1125,21,2019-05-13,2022-05-22,4.38,4.24,52.365,4.87
33416933,251729623,2019-03-28,False,2,True,De Baarsjes - Oud-West,Private room in bed and breakfast,Private room,1.0,1.0,159.0,1,1125,23,2019-05-17,2022-05-30,4.35,4.09,52.365,4.87
33424512,251533418,2019-03-27,False,1,True,Geuzenveld - Slotermeer,Entire home,Entire home/apt,5.0,6.0,150.0,4,30,4,2019-07-27,2022-05-03,4.5,4.33,52.377,4.828
33426492,13764503,2014-04-01,False,7,True,Centrum-Oost,Houseboat,Entire home/apt,1.0,2.0,273.0,1,1125,17,2019-04-17,2022-05-01,4.53,3.82,52.367,4.915
33439715,244695471,2019-02-22,True,4,True,De Baarsjes - Oud-West,Room in boutique hotel,Hotel room,1.0,3.0,216.0,1,1125,78,2019-11-01,2022-05-25,4.78,4.76,52.365,4.87
33441780,4605318,2013-01-06,True,1,True,Oud-Noord,Private room in bed and breakfast,Private room,2.0,2.0,186.0,2,100,52,2019-04-22,2022-06-04,4.92,4.69,52.39,4.917
33448591,251983944,2019-03-29,False,1,True,Centrum-Oost,Private room in rental unit,Private room,1.0,4.0,209.0,2,20,112,2019-04-07,2022-05-20,4.57,4.42,52.367,4.915
33503225,16321910,2014-06-03,False,2,True,Osdorp,Entire rental unit,Entire home/apt,2.0,2.0,180.0,5,1125,7,2019-04-16,2021-08-17,5.0,4.57,52.355,4.798
33504455,4082004,2012-11-07,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,250.0,3,7,3,2019-04-22,2022-05-29,5.0,5.0,52.365,4.87
33516464,58230511,2016-02-10,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,150.0,6,1125,6,2020-08-09,2022-05-16,5.0,5.0,52.351,4.896
33539827,613779,2011-05-22,False,3,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,145.0,1,1125,11,2019-04-25,2022-03-18,5.0,4.7,52.365,4.87
33553227,23660890,2014-11-12,True,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,141.0,2,7,23,2019-04-22,2022-05-29,5.0,4.61,52.351,4.896
33555554,8706910,2013-09-08,False,1,True,Centrum-West,Private room in rental unit,Private room,1.0,1.0,95.0,1,2,41,2019-05-11,2022-04-14,5.0,4.85,52.372,4.891
33568150,87059310,2016-07-31,False,1,True,Noord-West,Houseboat,Entire home/apt,1.0,1.0,150.0,4,1125,14,2019-04-14,2022-05-27,4.93,4.79,52.41,4.895
33571399,28011109,2015-02-19,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,3.0,2.0,135.0,3,25,6,2019-08-10,2022-03-25,4.83,4.33,52.365,4.87
33575281,252993821,2019-04-03,False,1,True,Noord-West,Entire home,Entire home/apt,3.0,4.0,129.0,3,28,5,2019-06-11,2020-08-12,5.0,4.0,52.41,4.895
33587988,68255627,2016-04-21,True,1,True,Oud-Noord,Private room in houseboat,Private room,1.0,1.0,120.0,2,1125,126,2019-05-01,2022-06-04,4.9,4.75,52.39,4.917
33603407,253219704,2019-04-04,True,1,True,Oud-Oost,Private room in houseboat,Private room,2.0,2.0,193.0,2,1125,103,2019-06-02,2022-06-03,4.94,4.72,52.36,4.921
33605770,243118788,2019-02-14,False,8,True,De Pijp - Rivierenbuurt,Room in hotel,Private room,1.0,2.0,231.0,1,1125,28,2019-05-28,2022-02-12,4.32,4.43,52.351,4.896
33606667,253244871,2019-04-04,False,1,True,IJburg - Zeeburgereiland,Entire home,Entire home/apt,2.0,3.0,295.0,3,30,6,2019-04-22,2019-10-14,5.0,4.6,52.359,4.974
33610577,46697571,2015-10-16,True,1,True,Centrum-West,Private room in condo,Private room,1.0,1.0,111.0,2,7,81,2019-04-28,2022-06-01,4.98,4.74,52.372,4.891
33649321,253596222,2019-04-06,False,3,True,De Baarsjes - Oud-West,Private room in rental unit,Private room,1.0,2.0,86.0,3,1125,75,2019-05-02,2022-05-21,4.09,3.87,52.365,4.87
33650347,253596222,2019-04-06,False,3,True,De Baarsjes - Oud-West,Private room in rental unit,Private room,1.0,1.0,70.0,2,1125,20,2019-04-22,2019-09-23,4.05,4.1,52.365,4.87
33658230,253668218,2019-04-06,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,1.0,2.0,120.0,2,30,6,2019-04-16,2020-03-15,5.0,5.0,52.379,4.849
33660154,201077336,2018-07-09,False,1,True,Centrum-West,Houseboat,Entire home/apt,1.0,1.0,298.0,3,14,25,2019-04-25,2022-05-30,4.96,4.64,52.372,4.891
33677630,4412129,2012-12-15,False,1,True,IJburg - Zeeburgereiland,Entire home,Entire home/apt,2.0,2.0,271.0,3,1125,1,2019-06-16,2019-06-16,5.0,5.0,52.359,4.974
33677866,253837793,2019-04-07,False,1,True,Centrum-Oost,Private room in bed and breakfast,Private room,1.0,1.0,150.0,2,7,27,2019-04-19,2020-02-23,4.96,4.74,52.367,4.915
33684134,7351191,2013-07-08,True,2,True,Oud-Oost,Private room in rental unit,Private room,,1.0,80.0,1,1125,67,2019-04-16,2022-06-01,4.87,4.7,52.36,4.921
33713934,35087642,2015-06-05,False,2,True,Geuzenveld - Slotermeer,Entire townhouse,Entire home/apt,3.0,3.0,150.0,2,21,13,2019-07-11,2022-05-05,4.69,4.77,52.377,4.828
33727546,56376958,2016-01-27,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,175.0,2,9,3,2019-06-07,2019-09-24,4.67,4.67,52.36,4.921
33730178,249828335,2019-03-19,True,3,True,Zuid,Entire serviced apartment,Entire home/apt,1.0,1.0,443.0,1,1125,1,2019-08-17,2019-08-17,5.0,4.0,52.345,4.876
33730236,249828335,2019-03-19,True,3,True,Zuid,Entire serviced apartment,Entire home/apt,1.0,1.0,413.0,1,1125,17,2019-04-20,2022-04-30,4.88,4.71,52.345,4.876
33733808,22879651,2014-10-23,False,13,True,IJburg - Zeeburgereiland,Private room in boat,Private room,1.0,2.0,74.0,1,28,4,2019-04-30,2020-01-03,5.0,5.0,52.359,4.974
33734409,22879651,2014-10-23,False,13,True,IJburg - Zeeburgereiland,Private room in boat,Private room,1.0,2.0,74.0,1,28,1,2019-05-01,2019-05-01,5.0,5.0,52.359,4.974
33734417,73937898,2016-05-25,True,1,True,Bijlmer-Centrum,Private room in townhouse,Private room,2.0,2.0,134.0,1,7,96,2019-04-26,2022-05-16,4.55,4.53,52.312,4.947
33767056,67605189,2016-04-17,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,75.0,2,1125,10,2019-04-29,2019-12-30,5.0,4.9,52.386,4.874
33823199,75965589,2016-06-05,False,1,True,Oud-Noord,Private room in home,Private room,1.0,2.0,70.0,3,10,10,2019-04-22,2022-04-26,5.0,4.67,52.39,4.917
33865629,176320082,2018-03-03,False,11,True,Centrum-Oost,Private room in rental unit,Private room,1.0,2.0,78.0,1,200,216,2019-07-19,2022-06-05,4.44,4.34,52.367,4.915
33875782,6099896,2013-04-26,False,2,True,Noord-West,Entire townhouse,Entire home/apt,3.0,1.0,131.0,3,30,15,2019-04-29,2022-05-08,4.8,4.73,52.41,4.895
33889977,24344396,2014-11-30,False,1,True,Zuid,Entire rental unit,Entire home/apt,2.0,2.0,300.0,6,1125,9,2019-05-12,2020-01-03,5.0,4.33,52.345,4.876
33904432,256030214,2019-04-15,False,1,True,De Baarsjes - Oud-West,Houseboat,Entire home/apt,2.0,3.0,599.0,1,3,16,2019-04-28,2022-05-03,4.81,4.19,52.365,4.87
33926117,7945146,2013-08-05,False,2,True,Slotervaart,Entire home,Entire home/apt,2.0,5.0,185.0,3,1125,7,2019-04-30,2020-02-22,5.0,4.14,52.357,4.833
33932364,40033654,2015-07-30,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,1.0,1.0,167.0,4,14,10,2019-05-19,2022-05-22,5.0,5.0,52.379,4.849
33937030,13764503,2014-04-01,False,7,True,Centrum-Oost,Private room in houseboat,Private room,2.0,2.0,408.0,1,1125,3,2019-06-28,2020-01-02,4.67,4.33,52.367,4.915
33980766,244695471,2019-02-22,True,4,True,De Baarsjes - Oud-West,Room in boutique hotel,Hotel room,1.0,2.0,203.0,1,1125,92,2019-09-06,2022-05-29,4.6,4.48,52.365,4.87
33986110,256615763,2019-04-18,True,1,True,Centrum-Oost,Private room in bed and breakfast,Private room,1.0,1.0,120.0,3,1125,105,2019-04-21,2022-05-27,4.95,4.84,52.367,4.915
34008858,190794929,2018-05-21,True,2,True,Oostelijk Havengebied - Indische Buurt,Private room in rental unit,Private room,1.0,1.0,104.0,1,62,104,2019-04-22,2022-05-24,4.93,4.78,52.365,4.941
34011933,255939169,2019-04-15,False,1,True,Bos en Lommer,Entire home,Entire home/apt,2.0,2.0,328.0,1,1,13,2019-06-02,2022-05-29,5.0,4.38,52.379,4.849
34012458,142536057,2017-07-26,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,155.0,3,1125,4,2019-05-27,2019-09-18,4.75,4.0,52.386,4.874
34032786,244695471,2019-02-22,True,4,True,De Baarsjes - Oud-West,Room in boutique hotel,Hotel room,1.0,1.0,183.0,1,1125,14,2019-08-13,2022-05-11,4.79,4.64,52.365,4.87
34050698,27205400,2015-02-04,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,150.0,2,1125,6,2019-05-12,2019-12-27,5.0,5.0,52.36,4.921
34053070,254572671,2019-04-10,False,1,True,Oostelijk Havengebied - Indische Buurt,Private room in home,Private room,1.0,1.0,90.0,3,1125,43,2019-05-01,2022-05-29,4.91,4.7,52.365,4.941
34087777,13142543,2014-03-15,False,1,True,Zuid,Room in bed and breakfast,Hotel room,2.0,2.0,190.0,1,1125,102,2019-06-02,2022-05-29,4.87,4.65,52.345,4.876
34099666,7942509,2013-08-05,False,2,True,Westerpark,Private room in rental unit,Private room,1.0,1.0,55.0,2,10,12,2019-05-05,2019-12-16,4.92,4.83,52.386,4.874
34108976,244695471,2019-02-22,True,4,True,De Baarsjes - Oud-West,Room in boutique hotel,Hotel room,1.0,2.0,228.0,1,1125,56,2019-08-30,2022-05-28,4.54,4.46,52.365,4.87
34110514,257554404,2019-04-23,False,2,True,Westerpark,Boat,Entire home/apt,5.0,11.0,330.0,2,13,10,2019-05-19,2022-05-22,4.8,4.3,52.386,4.874
34137575,7942509,2013-08-05,False,2,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,120.0,3,7,2,2019-06-16,2019-07-14,5.0,5.0,52.386,4.874
34146515,68870722,2016-04-25,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,200.0,4,200,6,2019-04-28,2020-01-05,4.83,4.5,52.36,4.921
34174819,190794929,2018-05-21,True,2,True,Oud-Oost,Private room in rental unit,Private room,1.0,1.0,98.0,1,60,46,2019-04-28,2022-05-30,4.87,4.78,52.36,4.921
34188854,258129522,2019-04-26,False,1,True,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,1.0,4.0,125.0,1,4,25,2019-05-27,2020-03-14,4.72,4.52,52.351,4.896
34242751,236139470,2019-01-12,False,1,True,IJburg - Zeeburgereiland,Entire home,Entire home/apt,2.0,2.0,150.0,5,25,6,2019-07-21,2022-05-28,5.0,4.83,52.359,4.974
34265095,44156108,2015-09-14,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,75.0,2,1125,8,2019-05-24,2022-05-25,5.0,4.75,52.351,4.896
34268932,258734095,2019-04-29,False,1,True,Oostelijk Havengebied - Indische Buurt,Entire loft,Entire home/apt,2.0,2.0,220.0,4,1125,9,2019-07-21,2022-02-28,4.89,4.89,52.365,4.941
34274076,9598561,2013-10-23,False,2,True,Oud-Oost,Entire home,Entire home/apt,3.0,1.0,199.0,4,19,3,2021-08-05,2021-09-05,5.0,4.67,52.36,4.921
34298333,123856958,2017-04-02,False,1,True,Centrum-Oost,Entire rental unit,Entire home/apt,2.0,3.0,200.0,3,7,1,2019-08-11,2019-08-11,5.0,3.0,52.367,4.915
34305126,101700827,2016-10-29,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,218.0,2,30,7,2019-05-04,2022-05-22,4.86,4.57,52.386,4.874
34312839,208405723,2018-08-09,False,1,True,De Aker - Nieuw Sloten,Private room in home,Private room,1.0,1.0,55.0,2,7,13,2019-05-20,2019-12-17,4.38,4.46,52.345,4.805
34349936,2028878,2012-03-29,True,7,True,Centrum-West,Entire townhouse,Entire home/apt,1.0,1.0,218.0,3,60,37,2019-07-05,2022-05-07,4.7,4.49,52.372,4.891
34349938,2028878,2012-03-29,True,7,True,Centrum-West,Entire rental unit,Entire home/apt,1.0,1.0,229.0,3,60,18,2019-07-25,2022-04-30,4.39,4.39,52.372,4.891
34349941,2028878,2012-03-29,True,7,True,Centrum-West,Entire rental unit,Entire home/apt,1.0,2.0,240.0,3,60,19,2019-06-23,2022-04-25,4.58,4.53,52.372,4.891
34349950,2028878,2012-03-29,True,7,True,Centrum-West,Entire townhouse,Entire home/apt,1.0,1.0,209.0,3,60,26,2019-08-21,2022-05-25,4.81,4.65,52.372,4.891
34382716,3825472,2012-10-10,True,3,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,70.0,5,14,4,2019-06-10,2019-12-22,5.0,4.75,52.36,4.921
34384920,56047639,2016-01-25,False,2,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,275.0,2,8,19,2019-06-01,2022-04-28,4.89,4.63,52.351,4.896
34386174,259584738,2019-05-03,False,1,True,Centrum-West,Private room in rental unit,Private room,1.0,1.0,186.0,1,1125,72,2019-05-21,2022-05-29,4.74,4.57,52.372,4.891
34392876,9066949,2013-09-26,False,2,True,IJburg - Zeeburgereiland,Entire serviced apartment,Entire home/apt,3.0,2.0,180.0,4,10,1,2019-05-12,2019-05-12,5.0,5.0,52.359,4.974
34433258,2659319,2012-06-17,True,2,True,Oud-Noord,Private room in townhouse,Private room,,,95.0,1,1125,33,2019-06-16,2022-06-02,4.91,4.85,52.39,4.917
34444406,260015814,2019-05-05,False,1,True,Bijlmer-Oost,Entire rental unit,Entire home/apt,1.0,1.0,87.0,2,1125,2,2019-06-16,2019-08-10,5.0,5.0,52.323,4.96
34463121,92405146,2016-08-29,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,160.0,5,1125,3,2019-06-03,2019-06-16,5.0,5.0,52.365,4.87
34492672,254471179,2019-04-10,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,150.0,2,1125,6,2019-06-02,2019-06-23,4.67,4.33,52.365,4.87
34496448,260372695,2019-05-07,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,150.0,2,7,20,2019-06-17,2022-05-29,4.95,4.9,52.351,4.896
34505122,44276500,2015-09-15,False,2,True,Noord-West,Entire home,Entire home/apt,4.0,4.0,200.0,5,1125,7,2019-06-03,2019-08-11,4.86,4.71,52.41,4.895
34539389,12249725,2014-02-15,False,2,True,Bos en Lommer,Entire rental unit,Entire home/apt,1.0,1.0,105.0,3,28,12,2019-05-22,2021-08-21,4.92,4.67,52.379,4.849
34555439,4062774,2012-11-05,False,2,True,Centrum-West,Entire home,Entire home/apt,1.0,2.0,216.0,5,31,3,2019-06-02,2019-06-14,4.33,4.0,52.372,4.891
34558486,13068629,2014-03-12,True,2,True,De Baarsjes - Oud-West,Private room in houseboat,Private room,1.0,1.0,141.0,3,35,141,2019-05-14,2022-06-03,4.87,4.67,52.365,4.87
34559989,22473934,2014-10-13,False,2,True,Zuid,Entire rental unit,Entire home/apt,1.0,2.0,160.0,2,1125,7,2019-05-12,2021-11-06,5.0,4.71,52.345,4.876
34561783,91420630,2016-08-23,False,1,True,Centrum-Oost,Entire condo,Entire home/apt,1.0,1.0,156.0,2,1125,5,2019-07-07,2021-10-10,5.0,4.8,52.367,4.915
34579570,85071264,2016-07-21,False,1,True,Noord-West,Entire home,Entire home/apt,2.0,2.0,150.0,2,7,8,2019-07-03,2020-07-12,5.0,4.75,52.41,4.895
34581534,260931098,2019-05-10,False,1,True,Noord-Oost,Entire home,Entire home/apt,3.0,3.0,135.0,2,21,6,2019-05-10,2019-10-23,5.0,4.8,52.4009,4.935
34587245,808981,2011-07-12,True,3,True,Centrum-West,Private room in houseboat,Private room,1.0,1.0,250.0,1,31,65,2019-07-06,2022-05-15,4.94,4.78,52.372,4.891
34611784,11086724,2014-01-07,False,1,True,Centrum-West,Entire rental unit,Entire home/apt,1.0,2.0,450.0,4,21,4,2019-06-05,2019-10-07,5.0,5.0,52.372,4.891
34631259,2965464,2012-07-17,False,3,True,Oostelijk Havengebied - Indische Buurt,Entire rental unit,Entire home/apt,1.0,1.0,150.0,4,1125,4,2019-06-10,2019-07-11,5.0,4.75,52.365,4.941
34640050,20254262,2014-08-19,True,2,True,Centrum-Oost,Private room in guest suite,Private room,2.0,3.0,469.0,2,180,83,2019-06-05,2022-06-01,4.88,4.69,52.367,4.915
34646769,3960965,2012-10-24,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,2.0,160.0,3,30,9,2019-07-15,2022-05-03,4.89,4.78,52.365,4.87
34662972,4271294,2012-11-28,False,1,True,Oud-Noord,Entire loft,Entire home/apt,2.0,2.0,149.0,2,14,6,2019-07-14,2019-11-03,5.0,5.0,52.39,4.917
34677557,261592357,2019-05-13,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,3.0,4.0,449.0,3,17,8,2019-07-17,2020-03-14,4.88,4.25,52.365,4.87
34684651,41289025,2015-08-12,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,150.0,2,1125,12,2019-06-09,2021-08-31,5.0,4.8,52.351,4.896
34714475,261838195,2019-05-14,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,140.0,5,1125,12,2019-05-31,2022-05-24,5.0,5.0,52.36,4.921
34733784,28322092,2015-02-25,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,125.0,3,1125,11,2019-06-16,2020-02-23,4.91,4.64,52.351,4.896
34750770,260802154,2019-05-09,True,1,True,Centrum-West,Private room in loft,Private room,2.0,3.0,271.0,4,1125,67,2019-07-12,2022-05-22,4.9,4.66,52.372,4.891
34798355,8088712,2013-08-11,False,3,True,Centrum-Oost,Entire rental unit,Entire home/apt,2.0,2.0,350.0,1,125,18,2019-09-22,2022-05-23,4.78,4.5,52.367,4.915
34830481,12153162,2014-02-11,False,1,True,IJburg - Zeeburgereiland,Entire townhouse,Entire home/apt,2.0,2.0,149.0,3,20,12,2019-07-15,2022-04-11,4.92,4.83,52.359,4.974
34836972,14482027,2014-04-19,False,1,True,Centrum-Oost,Entire townhouse,Entire home/apt,4.0,4.0,210.0,5,1125,2,2019-06-16,2020-02-21,5.0,4.5,52.367,4.915
34850406,12479150,2014-02-22,False,1,True,Centrum-West,Entire rental unit,Entire home/apt,1.0,1.0,170.0,2,30,18,2019-05-26,2022-06-04,5.0,4.89,52.372,4.891
34862124,262821516,2019-05-19,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,155.0,1,30,8,2019-07-01,2022-05-30,4.86,4.71,52.36,4.921
34877330,262928882,2019-05-20,False,2,True,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,1.0,1.0,88.0,3,1125,35,2019-06-10,2020-03-10,4.54,4.63,52.351,4.896
34894542,5541264,2013-03-20,False,1,True,Bos en Lommer,Entire rental unit,Entire home/apt,2.0,2.0,120.0,2,5,15,2019-08-18,2021-11-06,5.0,4.93,52.379,4.849
34936516,227579844,2018-11-26,False,1,True,Zuid,Entire rental unit,Entire home/apt,2.0,2.0,175.0,4,7,4,2019-07-26,2022-04-17,4.75,4.75,52.345,4.876
34982496,55655801,2016-01-22,False,1,True,De Baarsjes - Oud-West,Entire home,Entire home/apt,3.0,2.0,300.0,4,1125,5,2019-07-14,2019-09-16,5.0,4.8,52.365,4.87
34999754,49176032,2015-11-16,True,1,True,Centrum-West,Entire home,Entire home/apt,3.0,3.0,750.0,3,28,2,2020-08-17,2021-07-12,5.0,4.5,52.372,4.891
35038816,10116021,2013-11-19,False,1,True,Westerpark,Entire rental unit,Entire home/apt,1.0,1.0,350.0,2,3,17,2019-06-19,2022-05-12,5.0,4.76,52.386,4.874
35078404,68798024,2016-04-25,False,1,True,De Pijp - Rivierenbuurt,Entire townhouse,Entire home/apt,3.0,4.0,395.0,3,30,2,2019-08-08,2020-02-23,5.0,5.0,52.351,4.896
35100480,108659794,2016-12-27,True,2,True,De Pijp - Rivierenbuurt,Private room in rental unit,Private room,2.0,4.0,239.0,1,1125,116,2019-07-02,2022-05-30,4.88,4.75,52.351,4.896
35106057,264430076,2019-05-27,False,1,True,Oostelijk Havengebied - Indische Buurt,Private room in home,Private room,1.0,1.0,80.0,2,28,61,2019-06-15,2021-10-24,4.84,4.7,52.365,4.941
35118660,43514574,2015-09-06,False,1,True,IJburg - Zeeburgereiland,Houseboat,Entire home/apt,3.0,4.0,350.0,3,1125,6,2019-07-15,2021-07-30,4.5,4.17,52.359,4.974
35119963,67964061,2016-04-19,True,1,True,Centrum-West,Entire rental unit,Entire home/apt,2.0,2.0,293.0,7,365,25,2019-06-09,2022-05-17,4.72,4.72,52.372,4.891
35139135,2156587,2012-04-16,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,107.0,2,1125,3,2021-08-19,2022-03-07,5.0,4.67,52.365,4.87
35140626,257413120,2019-04-22,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,3.0,3.0,235.0,3,1125,4,2019-07-11,2020-02-18,5.0,4.75,52.365,4.87
35145947,6764968,2013-06-06,False,1,True,Westerpark,Entire townhouse,Entire home/apt,5.0,5.0,400.0,5,22,1,2019-07-16,2019-07-16,5.0,5.0,52.386,4.874
35157940,163592969,2017-12-21,True,2,True,Noord-West,Private room in condo,Private room,1.0,1.0,80.0,3,15,20,2019-06-09,2022-06-03,4.8,4.65,52.41,4.895
35162748,2431130,2012-05-21,False,1,True,Oud-Noord,Entire home,Entire home/apt,1.0,1.0,120.0,5,1125,1,2022-05-30,2022-05-30,4.0,4.0,52.39,4.917
35176175,19965139,2014-08-13,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,2.0,200.0,1,20,6,2019-06-10,2022-04-18,4.5,3.67,52.365,4.87
35212974,78871269,2016-06-20,False,1,True,Slotervaart,Entire rental unit,Entire home/apt,3.0,5.0,225.0,2,7,7,2019-07-17,2020-01-07,5.0,5.0,52.357,4.833
35256770,497550,2011-04-10,False,1,True,Oud-Noord,Entire rental unit,Entire home/apt,2.0,2.0,200.0,3,1125,3,2019-07-17,2021-10-17,5.0,5.0,52.39,4.917
35302424,157500226,2017-11-05,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,3.0,3.0,215.0,3,16,14,2019-07-17,2022-05-07,4.93,4.64,52.351,4.896
35326837,203731852,2018-07-20,False,20,True,Westerpark,Room in serviced apartment,Hotel room,1.0,1.0,189.0,1,1125,20,2019-07-11,2022-05-24,4.8,4.75,52.386,4.874
35329748,264748709,2019-05-28,False,1,True,Bos en Lommer,Private room in rental unit,Private room,1.0,1.0,50.0,2,7,18,2019-06-24,2020-03-09,5.0,4.89,52.379,4.849
35332756,3494191,2012-09-06,False,1,True,Noord-West,Entire home,Entire home/apt,2.0,1.0,120.0,5,28,2,2019-07-22,2020-07-28,5.0,4.5,52.41,4.895
35338083,95158280,2016-09-14,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,1.0,176.0,4,1125,13,2019-06-09,2021-09-21,4.62,4.54,52.36,4.921
35342981,56319673,2016-01-27,False,1,True,Centrum-Oost,Entire rental unit,Entire home/apt,1.0,1.0,295.0,2,1125,7,2020-07-19,2022-05-30,5.0,4.57,52.367,4.915
35344798,266093770,2019-06-03,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,4.0,4.0,185.0,3,14,5,2019-07-25,2020-02-22,5.0,5.0,52.351,4.896
35362184,7504273,2013-07-15,False,1,True,Noord-West,Entire home,Entire home/apt,3.0,2.0,180.0,4,25,8,2019-07-21,2020-07-26,5.0,4.75,52.41,4.895
35364203,255238863,2019-04-11,False,1,True,Oud-Oost,Entire rental unit,Entire home/apt,1.0,2.0,198.0,14,30,3,2019-07-24,2019-12-02,5.0,4.33,52.36,4.921
35367206,96058940,2016-09-20,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,200.0,3,35,16,2019-06-21,2022-05-23,4.94,4.81,52.365,4.87
35367353,265333492,2019-05-31,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,1.0,1.0,200.0,3,21,9,2019-07-20,2022-05-22,5.0,4.67,52.351,4.896
35367609,80643688,2016-06-29,False,1,True,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2.0,2.0,239.0,3,1125,4,2019-09-16,2020-02-14,5.0,5.0,52.351,4.896
35377203,7282755,2013-07-04,False,1,True,Noord-Oost,Entire condo,Entire home/apt,2.0,2.0,104.0,3,30,4,2019-09-18,2021-12-07,5.0,4.75,52.4009,4.935
35394324,259132884,2019-05-01,False,4,True,Oud-Oost,Room in boutique hotel,Hotel room,1.0,1.0,276.0,1,1125,121,2019-07-23,2022-05-21,4.76,4.51,52.36,4.921
35396160,8809181,2013-09-13,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,139.0,5,1125,5,2019-11-05,2021-08-29,4.6,4.6,52.365,4.87
35419010,36152849,2015-06-18,False,1,True,Westerpark,Entire rental unit,Entire home/apt,4.0,4.0,199.0,2,21,12,2019-07-21,2021-08-11,4.92,4.5,52.386,4.874
35421073,62885480,2016-03-14,False,2,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,175.0,3,20,9,2019-07-24,2022-05-08,5.0,4.89,52.365,4.87
35484494,16527007,2014-06-08,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,150.0,3,1125,7,2019-07-01,2019-11-16,4.71,4.57,52.365,4.87
35504192,244695471,2019-02-22,True,4,True,De Baarsjes - Oud-West,Room in boutique hotel,Private room,1.0,1.0,150.0,1,1125,2,2021-10-28,2022-05-10,5.0,5.0,52.365,4.87
35507173,14831897,2014-04-28,False,1,True,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,1.0,1.0,99.0,6,1125,11,2019-06-22,2022-05-02,4.73,4.64,52.365,4.87
35507851,31076562,2015-04-12,False,1,True,De Baarsjes - Oud-West,Entire home,Entire home/apt,4.0,3.0,200.0,3,30,4,2019-08-05,2020-01-01,5.0,5.0,52.365,4.87
35526085,35088692,2015-06-05,False,1,True,Centrum-Oost,Entire rental unit,Entire home/apt,3.0,3.0,120.0,3,1125,10,2019-07-15,2022-05-30,4.9,4.5,52.367,4.915
